TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2022,4,1,3,54,25XX GUELPH ST,Mount Pleasant,493095.8031,5456620.2233
Break and Enter Commercial,2022,2,2,15,0,27XX E HASTINGS ST,Hastings-Sunrise,496481.1227,5458717.2
Break and Enter Commercial,2022,1,18,11,11,27XX E HASTINGS ST,Hastings-Sunrise,496560.9549,5458707.7865
Break and Enter Commercial,2022,1,12,5,55,27XX GRANVILLE ST,Fairview,489911.4542,5456541.123
Break and Enter Commercial,2022,3,23,21,30,27XX VICTORIA DR,Kensington-Cedar Cottage,495197.9167,5456401.2724
Break and Enter Commercial,2022,1,18,15,36,28XX ARBUTUS ST,Kitsilano,488857.2474,5456424.4613
Break and Enter Commercial,2022,4,5,4,41,28XX E HASTINGS ST,Hastings-Sunrise,496663.4687,5458707.6353
Break and Enter Commercial,2022,1,5,2,4,28XX GRANVILLE ST,Fairview,489901.4294,5456353.732
Break and Enter Commercial,2022,4,3,7,30,28XX W BROADWAY AVE,Kitsilano,487655.8271,5456832.5967
Break and Enter Commercial,2022,1,30,22,13,29XX ASH ST,Fairview,491442.7231,5456292.1133
Break and Enter Commercial,2022,2,28,16,30,29XX E 28TH AVE,Renfrew-Collingwood,496907.9877,5454743.265
Break and Enter Commercial,2022,1,29,2,55,29XX GRANVILLE ST,Fairview,489910.446,5456253.5989
Break and Enter Commercial,2022,3,13,6,54,29XX MAIN ST,Mount Pleasant,492637.9972,5456256.4203
Break and Enter Commercial,2022,2,14,9,0,29XX SW MARINE DR,Kerrisdale,487422.0,5452805.2038
Break and Enter Commercial,2022,1,12,1,2,29XX W BROADWAY AVE,Kitsilano,487593.6073,5456825.3257
Break and Enter Commercial,2022,1,18,15,0,2X E HASTINGS ST,Central Business District,492455.3296,5458742.4723
Break and Enter Commercial,2022,2,2,6,45,2X W HASTINGS ST,Central Business District,492362.3985,5458761.3541
Break and Enter Commercial,2022,2,9,6,51,2X W HASTINGS ST,Central Business District,492362.3985,5458761.3541
Break and Enter Commercial,2022,3,20,19,0,2X W HASTINGS ST,Central Business District,492367.1438,5458760.0134
Break and Enter Commercial,2022,1,16,1,18,2XX ABBOTT ST,Central Business District,492247.1533,5458986.1538
Break and Enter Commercial,2022,3,10,2,25,2XX ABBOTT ST,Central Business District,492248.8347,5458992.5901
Break and Enter Commercial,2022,1,4,4,32,2XX ABBOTT ST,Central Business District,492261.462,5459004.749
Break and Enter Commercial,2022,3,12,0,0,2XX ALVIN NAROD MEWS,Central Business District,491275.0832,5457982.1293
Break and Enter Commercial,2022,2,10,3,37,2XX CARRALL ST,Central Business District,492415.5047,5458969.1173
Break and Enter Commercial,2022,1,2,2,0,2XX E GEORGIA ST,Strathcona,492935.5844,5458419.6264
Break and Enter Commercial,2022,3,8,3,15,2XX KEEFER ST,Strathcona,492870.7456,5458521.8159
Break and Enter Commercial,2022,1,28,5,0,2XX KINGSWAY AVE,Mount Pleasant,492873.9836,5456510.8841
Break and Enter Commercial,2022,3,15,3,45,2XX MAIN ST,Central Business District,492752.1179,5458893.423
Break and Enter Commercial,2022,1,25,3,0,2XX N NANAIMO ST,Grandview-Woodland,495885.117,5459365.0831
Break and Enter Commercial,2022,2,22,14,0,2XX POWELL ST,Strathcona,492840.0974,5458944.5822
Break and Enter Commercial,2022,4,7,11,53,2XX UNION ST,Strathcona,492849.1055,5458330.838
Break and Enter Commercial,2022,3,28,4,2,2XX W BROADWAY AVE,Mount Pleasant,492008.6996,5456717.319
Break and Enter Commercial,2022,1,20,20,0,30XX CAMBIE ST,Fairview,491625.8526,5456208.2169
Break and Enter Commercial,2022,2,23,8,21,30XX E KENT AVE N,Killarney,496784.8536,5450446.0664
Break and Enter Commercial,2022,3,26,14,22,30XX E KENT AVE N,Killarney,496784.8536,5450446.0664
Break and Enter Commercial,2022,1,15,7,45,30XX GRANDVIEW HWY,Renfrew-Collingwood,497084.5528,5456156.7093
Break and Enter Commercial,2022,4,7,15,33,30XX KINGSWAY AVE,Renfrew-Collingwood,497078.1451,5453664.9388
Break and Enter Commercial,2022,1,12,6,3,30XX W BROADWAY AVE,Kitsilano,487413.0216,5456840.5218
Break and Enter Commercial,2022,2,13,9,25,31XX E 54TH AVE,Killarney,497073.0433,5451926.5768
Break and Enter Commercial,2022,1,3,5,47,31XX GRANVILLE ST,Fairview,489899.5552,5456134.8986
Break and Enter Commercial,2022,3,25,3,28,31XX PIERVIEW CRES,Killarney,497130.222,5450494.934
Break and Enter Commercial,2022,2,18,10,51,31XX RIVERWALK AVE,Killarney,497052.6385,5450344.506
Break and Enter Commercial,2022,2,1,6,5,32XX CAMBIE ST,South Cambie,491620.0123,5455934.7104
Break and Enter Commercial,2022,3,9,2,0,32XX E KENT AVE N,Killarney,497302.9109,5450380.9371
Break and Enter Commercial,2022,1,1,7,3,33XX KINGSWAY AVE,Renfrew-Collingwood,497405.0512,5453477.2645
Break and Enter Commercial,2022,2,28,22,0,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Break and Enter Commercial,2022,3,16,4,6,33XX W BROADWAY AVE,Kitsilano,487057.0401,5456850.26
Break and Enter Commercial,2022,1,15,7,24,34XX COMMERCIAL ST,Kensington-Cedar Cottage,495055.2396,5455659.8958
Break and Enter Commercial,2022,2,26,1,30,34XX SAWMILL CRES,Killarney,497659.6438,5450359.5256
Break and Enter Commercial,2022,1,31,17,0,34XX SAWMILL CRES,Killarney,497666.0265,5450358.7264
Break and Enter Commercial,2022,3,1,16,30,34XX W BROADWAY AVE,Kitsilano,486886.9345,5456855.0326
Break and Enter Commercial,2022,1,1,5,15,35XX CORNETT RD,Renfrew-Collingwood,497962.9815,5456497.5692
Break and Enter Commercial,2022,1,11,0,25,35XX CORNETT RD,Renfrew-Collingwood,497962.9815,5456497.5692
Break and Enter Commercial,2022,3,16,17,0,35XX E HASTINGS ST,Hastings-Sunrise,497980.4341,5458713.6909
Break and Enter Commercial,2022,1,25,18,54,35XX KINGSWAY AVE,Renfrew-Collingwood,497882.8477,5453257.2973
Break and Enter Commercial,2022,1,8,3,30,35XX KINGSWAY AVE,Killarney,497913.5033,5453250.464
Break and Enter Commercial,2022,2,25,8,17,35XX SAWMILL CRES,Killarney,497958.6299,5450345.6644
Break and Enter Commercial,2022,2,11,8,58,35XX W 41ST AVE,Dunbar-Southlands,486607.8691,5453565.9131
Break and Enter Commercial,2022,3,12,3,55,35XX W 41ST AVE,Dunbar-Southlands,486649.2604,5453565.7186
Break and Enter Commercial,2022,1,16,3,35,36XX E 4TH AVE,Hastings-Sunrise,498247.0956,5457092.4269
Break and Enter Commercial,2022,3,15,4,43,36XX E 4TH AVE,Hastings-Sunrise,498247.0956,5457092.4269
Break and Enter Commercial,2022,3,7,19,0,36XX LOUGHEED HWY,Hastings-Sunrise,498141.2992,5456933.7981
Break and Enter Commercial,2022,2,8,8,30,36XX VANNESS AVE,Renfrew-Collingwood,498252.011,5453524.8824
Break and Enter Commercial,2022,1,11,3,20,36XX W 29TH AVE,Dunbar-Southlands,486489.5134,5454842.697
Break and Enter Commercial,2022,1,15,5,22,39XX FRASER ST,Kensington-Cedar Cottage,493444.7918,5455181.4474
Break and Enter Commercial,2022,3,15,11,34,39XX FRASER ST,Kensington-Cedar Cottage,493444.7918,5455181.4474
Break and Enter Commercial,2022,3,19,18,32,3X E BROADWAY AVE,Mount Pleasant,492416.2109,5456702.5449
Break and Enter Commercial,2022,2,17,1,53,3XX BOUNDARY RD,Hastings-Sunrise,498278.014,5458741.4254
Break and Enter Commercial,2022,1,5,22,0,3XX CARRALL ST,Central Business District,492420.9044,5458846.1844
Break and Enter Commercial,2022,3,18,19,11,3XX E 2ND AVE,Mount Pleasant,492889.0916,5457203.0805
Break and Enter Commercial,2022,2,11,5,10,3XX E 37TH AVE,Riley Park,492903.419,5453832.3656
Break and Enter Commercial,2022,3,6,3,28,3XX E 5TH AVE,Mount Pleasant,492883.3977,5457065.2258
Break and Enter Commercial,2022,1,17,0,0,3XX GRANVILLE ST,Central Business District,491779.1428,5459232.0296
Break and Enter Commercial,2022,1,28,22,30,3XX GRANVILLE ST,Central Business District,491779.1428,5459232.0296
Break and Enter Commercial,2022,2,8,22,0,3XX GRANVILLE ST,Central Business District,491779.1428,5459232.0296
Break and Enter Commercial,2022,2,23,2,23,3XX GRANVILLE ST,Central Business District,491779.1428,5459232.0296
Break and Enter Commercial,2022,3,13,21,27,3XX GRANVILLE ST,Central Business District,491779.1428,5459232.0296
Break and Enter Commercial,2022,4,4,1,48,3XX GRANVILLE ST,Central Business District,491779.1428,5459232.0296
Break and Enter Commercial,2022,3,15,22,15,3XX POWELL ST,Strathcona,492927.5414,5458932.7584
Break and Enter Commercial,2022,3,15,22,54,3XX POWELL ST,Strathcona,492928.5326,5458932.7282
Break and Enter Commercial,2022,1,2,1,55,3XX W 10TH AVE,Mount Pleasant,491887.1982,5456603.5963
Break and Enter Commercial,2022,2,9,13,9,3XX W 59TH AVE,Marpole,491764.3462,5451578.1074
Break and Enter Commercial,2022,3,1,22,45,3XX W CORDOVA ST,Central Business District,492037.4369,5458999.9465
Break and Enter Commercial,2022,3,24,0,0,3XX W CORDOVA ST,Central Business District,492054.478,5458982.6556
Break and Enter Commercial,2022,3,30,12,50,3XX W CORDOVA ST,Central Business District,492054.478,5458982.6556
Break and Enter Commercial,2022,2,27,2,0,3XX W CORDOVA ST,Central Business District,492062.1031,5458987.9454
Break and Enter Commercial,2022,2,12,21,24,3XX W GEORGIA ST,Central Business District,491659.3965,5458620.2104
Break and Enter Commercial,2022,1,26,3,0,3XX W PENDER ST,Central Business District,491931.4677,5458829.7415
Break and Enter Commercial,2022,1,28,3,35,3XX W PENDER ST,Central Business District,491931.4677,5458829.7415
Break and Enter Commercial,2022,1,12,21,45,3XX WATER ST,Central Business District,492032.1494,5459078.6253
Break and Enter Commercial,2022,2,16,21,59,3XX WATER ST,Central Business District,492032.1494,5459078.6253
Break and Enter Commercial,2022,3,30,2,20,3XX WATER ST,Central Business District,492071.2035,5459067.2418
Break and Enter Commercial,2022,1,30,14,54,40XX KNIGHT ST,Kensington-Cedar Cottage,494475.9578,5455120.9598
Break and Enter Commercial,2022,2,14,2,58,40XX MACDONALD ST,Arbutus Ridge,487782.0886,5455342.6827
Break and Enter Commercial,2022,2,5,7,30,40XX YUKON ST,Riley Park,491792.1869,5455165.6685
Break and Enter Commercial,2022,1,18,3,56,41XX ARBUTUS ST,Arbutus Ridge,488845.8848,5455218.4152
Break and Enter Commercial,2022,3,17,14,0,41XX ARBUTUS ST,Arbutus Ridge,488845.8848,5455218.4152
Break and Enter Commercial,2022,2,26,21,58,41XX CAMBIE ST,South Cambie,491578.5704,5455040.0833
Break and Enter Commercial,2022,1,17,4,37,42XX DUNBAR ST,Dunbar-Southlands,486516.8332,5455149.7588
Break and Enter Commercial,2022,3,2,2,30,42XX LAUREL ST,South Cambie,490914.3092,5455018.5192
Break and Enter Commercial,2022,3,21,4,2,43XX DUNBAR ST,Dunbar-Southlands,486522.9644,5455019.5626
Break and Enter Commercial,2022,1,5,4,50,43XX MAIN ST,Riley Park,492629.7053,5454868.1121
Break and Enter Commercial,2022,3,25,21,0,43XX W 10TH AVE,West Point Grey,485094.0424,5456794.3865
Break and Enter Commercial,2022,1,4,0,0,43XX W 10TH AVE,West Point Grey,485107.6277,5456803.178
Break and Enter Commercial,2022,3,20,6,42,45XX FRASER ST,Kensington-Cedar Cottage,493432.8374,5454588.9207
Break and Enter Commercial,2022,2,8,22,15,46XX YEW ST,Arbutus Ridge,488731.5826,5454666.4659
Break and Enter Commercial,2022,3,13,14,11,47XX COMMERCIAL ST,Kensington-Cedar Cottage,495045.0619,5454414.129
Break and Enter Commercial,2022,1,8,21,51,48XX ELDORADO MEWS,Renfrew-Collingwood,495818.4815,5454304.6113
Break and Enter Commercial,2022,3,13,13,40,49XX CAMBIE ST,Riley Park,491396.4625,5454217.1252
Break and Enter Commercial,2022,3,13,13,19,49XX CAMBIE ST,South Cambie,491398.1998,5454158.642
Break and Enter Commercial,2022,3,15,17,30,49XX CAMBIE ST,South Cambie,491398.1998,5454158.642
Break and Enter Commercial,2022,3,16,8,51,49XX CAMBIE ST,South Cambie,491398.1998,5454158.642
Break and Enter Commercial,2022,3,13,19,0,49XX CAMBIE ST,Riley Park,491429.1105,5454160.685
Break and Enter Commercial,2022,2,12,15,15,4XX BEACH CRES,Central Business District,490720.0142,5457697.0502
Break and Enter Commercial,2022,3,7,2,9,4XX BROUGHTON ST,Central Business District,490823.9994,5459740.1313
Break and Enter Commercial,2022,3,10,7,53,4XX COLUMBIA ST,Central Business District,492557.6737,5458712.1007
Break and Enter Commercial,2022,2,27,5,40,4XX DUNSMUIR ST,Central Business District,491742.3042,5458792.113
Break and Enter Commercial,2022,2,5,18,0,4XX E 46TH AVE,Sunset,492991.2422,5452844.3066
Break and Enter Commercial,2022,1,20,2,50,4XX MOBERLY RD,Fairview,491430.7684,5457321.242
Break and Enter Commercial,2022,2,21,16,25,4XX PRIOR ST,Strathcona,493180.0871,5458212.7457
Break and Enter Commercial,2022,3,26,20,17,4XX RAILWAY ST,Strathcona,493090.2859,5459135.8819
Break and Enter Commercial,2022,1,10,8,50,4XX RICHARDS ST,Central Business District,491847.0752,5459017.8441
Break and Enter Commercial,2022,2,22,2,54,4XX TERMINAL AVE,Strathcona,493127.9789,5457693.1965
Break and Enter Commercial,2022,3,9,6,27,4XX TERMINAL AVE,Strathcona,493127.9789,5457693.1965
Break and Enter Commercial,2022,1,22,3,0,4XX W 26TH AVE,Riley Park,491636.3586,5455030.8232
Break and Enter Commercial,2022,2,24,11,32,4XX W 8TH AVE,Mount Pleasant,491677.6737,5456800.7892
Break and Enter Commercial,2022,1,23,10,30,4XX W BROADWAY AVE,Mount Pleasant,491732.3445,5456724.7398
Break and Enter Commercial,2022,1,10,21,30,4XX W PENDER ST,Central Business District,491854.4859,5458895.41
Break and Enter Commercial,2022,2,8,0,0,50XX ROSS ST,Kensington-Cedar Cottage,494005.3413,5453989.958
Break and Enter Commercial,2022,3,8,13,37,50XX SLOCAN ST,Renfrew-Collingwood,496057.8002,5453935.4923
Break and Enter Commercial,2022,4,2,4,0,51XX JOYCE ST,Renfrew-Collingwood,497666.3586,5453908.8168
Break and Enter Commercial,2022,1,25,3,0,54XX CECIL ST,Renfrew-Collingwood,497327.3516,5453567.3768
Break and Enter Commercial,2022,3,8,4,29,54XX VINE ST,Arbutus Ridge,488359.0765,5453792.1915
Break and Enter Commercial,2022,2,12,17,15,54XX WEST BLVD,Arbutus Ridge,488675.9271,5453795.6552
Break and Enter Commercial,2022,1,15,14,0,55XX FRASER ST,Kensington-Cedar Cottage,493413.4079,5453460.3502
Break and Enter Commercial,2022,3,27,16,28,56XX BAILLIE ST,South Cambie,491086.3831,5453457.7317
Break and Enter Commercial,2022,1,31,5,0,56XX OAK ST,South Cambie,490682.3246,5453536.96
Break and Enter Commercial,2022,2,22,12,13,56XX VICTORIA DR,Kensington-Cedar Cottage,495236.6615,5453391.9773
Break and Enter Commercial,2022,1,8,1,0,58XX VICTORIA DR,Victoria-Fraserview,495231.4506,5453099.1391
Break and Enter Commercial,2022,1,16,6,46,58XX VICTORIA DR,Victoria-Fraserview,495231.4506,5453099.1391
Break and Enter Commercial,2022,2,11,22,14,59XX TISDALL ST,Oakridge,491102.0786,5453209.6848
Break and Enter Commercial,2022,2,12,16,0,59XX VINE ST,Kerrisdale,488346.6981,5453318.4337
Break and Enter Commercial,2022,2,1,22,11,5X E CORDOVA ST,Central Business District,492494.7942,5458844.4792
Break and Enter Commercial,2022,2,5,5,12,5X E CORDOVA ST,Central Business District,492494.7942,5458844.4792
Break and Enter Commercial,2022,3,2,7,59,5X E CORDOVA ST,Central Business District,492494.7942,5458844.4792
Break and Enter Commercial,2022,3,1,13,40,5X KEEFER PL,Central Business District,492234.6253,5458535.3603
Break and Enter Commercial,2022,3,14,13,10,5X KEEFER PL,Central Business District,492234.6253,5458535.3603
Break and Enter Commercial,2022,2,7,15,30,5X W 2ND AVE,Mount Pleasant,492308.5833,5457389.9299
Break and Enter Commercial,2022,2,28,4,20,5XX BEATTY ST,Central Business District,492012.9188,5458617.5475
Break and Enter Commercial,2022,2,16,4,45,5XX BEATTY ST,Central Business District,492037.8874,5458642.8303
Break and Enter Commercial,2022,3,29,13,39,5XX BURRARD ST,Central Business District,491323.748,5459224.8367
Break and Enter Commercial,2022,3,29,13,44,5XX BURRARD ST,Central Business District,491323.748,5459224.8367
Break and Enter Commercial,2022,3,16,2,10,5XX DENMAN ST,Central Business District,490360.1516,5460087.7302
Break and Enter Commercial,2022,3,16,5,18,5XX DENMAN ST,Central Business District,490360.1516,5460087.7302
Break and Enter Commercial,2022,1,30,1,0,5XX DUNSMUIR ST,Central Business District,491660.6372,5458874.0967
Break and Enter Commercial,2022,2,3,6,44,5XX E 15TH AVE,Mount Pleasant,493199.3407,5456069.4157
Break and Enter Commercial,2022,1,31,6,43,5XX E 15TH AVE,Mount Pleasant,493264.3249,5456055.9086
Break and Enter Commercial,2022,2,15,2,45,5XX E 15TH AVE,Mount Pleasant,493265.883,5456055.7869
Break and Enter Commercial,2022,2,6,10,28,5XX E 6TH AVE,Mount Pleasant,493308.4787,5456952.2442
Break and Enter Commercial,2022,2,27,15,15,5XX E BROADWAY AVE,Mount Pleasant,493306.0313,5456636.6004
Break and Enter Commercial,2022,1,24,13,8,5XX E HASTINGS ST,Strathcona,493264.4067,5458718.0456
Break and Enter Commercial,2022,1,16,6,30,5XX GRANVILLE ST,Central Business District,491594.1688,5459045.7646
Break and Enter Commercial,2022,1,18,9,0,5XX GREAT NORTHERN WAY,Strathcona,493300.4716,5457123.2281
Break and Enter Commercial,2022,2,9,16,41,5XX HOMER ST,Central Business District,491831.8722,5458860.7361
Break and Enter Commercial,2022,1,10,4,42,5XX HOWE ST,Central Business District,491467.5684,5459074.6425
Break and Enter Commercial,2022,3,21,8,19,5XX HOWE ST,Central Business District,491467.5684,5459074.6425
Break and Enter Commercial,2022,3,15,17,56,5XX MAIN ST,Strathcona,492751.8396,5458578.9727
Break and Enter Commercial,2022,1,13,3,35,5XX RICHARDS ST,Central Business District,491746.54,5458929.7929
Break and Enter Commercial,2022,1,13,2,48,5XX SMITHE ST,Central Business District,491291.0699,5458508.8825
Break and Enter Commercial,2022,2,14,9,5,5XX SMITHE ST,Central Business District,491309.5612,5458490.7694
Break and Enter Commercial,2022,1,19,5,46,5XX TAYLOR ST,Central Business District,492304.877,5458594.2212
Break and Enter Commercial,2022,1,30,18,46,5XX W 12TH AVE,Fairview,491526.3604,5456417.3795
Break and Enter Commercial,2022,2,16,3,47,5XX W 57TH AVE,Oakridge,491385.8495,5451821.0796
Break and Enter Commercial,2022,2,15,23,0,5XX W 57TH AVE,Oakridge,491410.1615,5451820.6407
Break and Enter Commercial,2022,1,1,6,21,5XX W 7TH AVE,Fairview,491616.6041,5456923.6517
Break and Enter Commercial,2022,3,7,2,32,5XX W BROADWAY AVE,Fairview,491535.088,5456729.6935
Break and Enter Commercial,2022,1,21,0,35,5XX W GEORGIA ST,Central Business District,491502.4532,5458777.1782
Break and Enter Commercial,2022,2,5,12,29,5XX W KING EDWARD AVE,South Cambie,491401.0662,5455159.2003
Break and Enter Commercial,2022,3,3,9,0,5XX W KING EDWARD AVE,South Cambie,491543.6364,5455154.9745
Break and Enter Commercial,2022,1,13,18,30,60XX CARTIER ST,Oakridge,489940.498,5453131.8836
Break and Enter Commercial,2022,1,15,13,0,60XX COLLINGWOOD PL,Dunbar-Southlands,486713.5554,5453223.5173
Break and Enter Commercial,2022,2,12,11,2,60XX EAST BLVD,Kerrisdale,488711.7426,5453195.7297
Break and Enter Commercial,2022,2,11,17,30,61XX ALMA ST,Kerrisdale,486383.1404,5452898.5552
Break and Enter Commercial,2022,3,1,1,40,61XX INVERNESS ST,Sunset,494182.8441,5452861.0338
Break and Enter Commercial,2022,1,19,10,32,61XX VINE ST,Kerrisdale,488350.2915,5453112.7488
Break and Enter Commercial,2022,2,5,22,20,63XX WEST BLVD,Kerrisdale,488653.6952,5452892.0569
Break and Enter Commercial,2022,2,21,12,49,64XX VICTORIA DR,Victoria-Fraserview,495211.5413,5452622.3141
Break and Enter Commercial,2022,1,23,23,15,65XX FRASER ST,Sunset,493387.7044,5452479.4191
Break and Enter Commercial,2022,2,16,18,0,65XX FRASER ST,Sunset,493387.9706,5452483.3655
